98862.0,2002.0,6.0,3.0,2.0,1186.0,4239.0,0.0,15597.37,851.65,584764.5,2.0
139903.0,2001.0,9.0,3.0,2.0,1844.0,10809.0,1.0,13286.7,487.43,493806.1,2.0
102909.0,2000.0,10.0,3.0,2.0,1807.0,10002.0,0.0,29414.07,1942.42,630771.0,2.0
153582.0,2002.0,10.0,3.0,2.0,1669.0,7242.0,0.0,19783.65,6149.74,521892.7,2.0
164575.0,2003.0,11.0,4.0,2.5,2086.0,7563.0,0.0,10943.94,596.87,566036.9,2.5
99872.0,2001.0,22.0,2.0,2.0,1312.0,5760.0,0.0,15648.97,2426.83,510708.5,2.0
181072.0,2003.0,6.0,4.0,3.0,1973.0,7199.0,0.0,19538.18,1384.16,598940.4,3.0
95022.0,2002.0,21.0,3.0,2.0,1066.0,7946.0,0.0,15678.15,715.38,486355.8,2.0
139832.0,2000.0,20.0,3.0,2.0,1244.0,9463.0,0.0,3446.96,291.46,545633.7,2.0
214235.0,2001.0,0.0,5.0,3.0,3097.0,10110.0,0.0,25027.86,945.98,616487.4,3.0
44634.0,2005.0,60.0,3.0,1.0,990.0,16911.0,0.0,16613.95,1243.21,483811.9,1.0
223700.0,2004.0,3.0,4.0,2.0,1977.0,5400.0,1.0,21256.68,3565.81,510367.3,2.0
286630.0,2004.0,0.0,3.0,2.5,1706.0,2154.0,0.0,4818.81,842.24,538442.0,2.5
174370.0,2002.0,47.0,3.0,2.0,1474.0,11060.0,0.0,7236.89,605.15,550576.8,2.0
161215.0,2000.0,45.0,3.0,1.0,1297.0,8452.0,0.0,2670.75,408.65,534844.0,1.0
52132.0,2003.0,48.0,2.0,1.0,996.0,16200.0,0.0,17093.36,684.24,501842.8,1.0
118475.0,2001.0,0.0,3.0,2.5,1372.0,5366.0,0.0,23726.32,359.12,457793.8,2.5
142646.0,2000.0,8.0,3.0,2.0,1497.0,6058.0,1.0,19792.88,6066.92,521610.0,2.0
164629.0,2004.0,3.0,4.0,2.0,1722.0,8656.0,0.0,14300.31,2155.63,581702.5,2.0
206643.0,2003.0,16.0,4.0,2.5,2099.0,7700.0,0.0,17179.23,864.58,591141.8,2.5
85720.0,2003.0,23.0,3.0,1.5,1098.0,7503.0,0.0,10486.21,287.52,505169.1,1.5
133300.0,2000.0,0.0,3.0,2.5,1875.0,5383.0,0.0,18308.67,1955.23,594098.9,2.5
111986.0,2001.0,8.0,3.0,2.0,1579.0,5419.0,0.0,14991.24,1017.19,501569.4,2.0
124695.0,2004.0,33.0,3.0,1.5,1064.0,8002.0,0.0,9664.15,2706.73,565586.2,1.5
121112.0,2003.0,6.0,3.0,2.0,1322.0,8087.0,0.0,13464.14,593.03,490648.1,2.0
819612.0,2005.0,4.0,5.0,4.0,4019.0,18168.0,1.0,18173.97,468.06,483575.1,4.0
121965.0,2004.0,36.0,4.0,2.0,1366.0,6501.0,0.0,8946.24,1710.45,519758.6,2.0
114683.0,2004.0,11.0,3.0,2.0,1378.0,2054.0,0.0,20612.58,5084.45,538326.4,2.0
273926.0,2003.0,0.0,3.0,3.0,2840.0,7240.0,1.0,15661.77,2398.44,584857.0,3.0
126323.0,2001.0,0.0,4.0,2.0,1520.0,7796.0,0.0,12130.18,409.84,513772.9,2.0
1671452.0,2004.0,1.0,4.0,4.0,6217.0,41650.0,1.0,18168.7,350.8,481083.9,4.0
167108.0,2004.0,12.0,4.0,2.5,1965.0,4999.0,0.0,15103.53,3206.88,582561.4,2.5
63236.0,2001.0,15.0,3.0,2.0,938.0,3393.0,0.0,21964.63,445.76,462775.1,2.0
186588.0,2004.0,2.0,3.0,2.0,1563.0,5997.0,0.0,23241.68,1258.18,610022.8,2.0
99336.0,2004.0,16.0,3.0,2.0,1236.0,4905.0,0.0,21350.7,497.39,488708.1,2.0
199473.0,2002.0,0.0,4.0,3.0,2188.0,8303.0,0.0,13851.32,5101.66,570408.5,3.0
99299.0,2003.0,14.0,3.0,2.5,1546.0,2647.0,0.0,17486.13,6560.88,537364.1,2.5
255967.0,2004.0,18.0,3.0,3.0,2997.0,9358.0,0.0,19706.07,1615.78,506981.6,3.0
109152.0,2000.0,4.0,3.0,2.0,1541.0,5000.0,0.0,19960.27,831.74,596911.9,2.0
227150.0,2002.0,0.0,4.0,3.0,2472.0,8625.0,0.0,12081.85,4499.79,572991.0,3.0
135047.0,2004.0,20.0,3.0,2.5,1644.0,6590.0,0.0,21422.93,77.8,484200.1,2.5
332217.0,2004.0,5.0,4.0,3.0,2553.0,13091.0,1.0,20228.55,191.88,469384.4,3.0
255612.0,2005.0,30.0,3.0,2.0,1557.0,12916.0,0.0,5784.24,324.51,529452.6,2.0
169555.0,2003.0,0.0,4.0,2.0,1785.0,5000.0,0.0,14046.95,3697.61,579308.0,2.0
278019.0,2001.0,1.0,5.0,4.0,3053.0,7049.0,0.0,22645.12,1842.25,607714.9,4.0
2394439.0,2004.0,0.0,4.0,4.5,5584.0,41935.0,1.0,19248.57,56.08,477930.8,4.5
164475.0,2003.0,33.0,2.0,1.0,1152.0,7066.0,0.0,2703.81,188.63,537556.6,1.0
140619.0,2002.0,15.0,3.0,2.5,1676.0,5002.0,0.0,5320.67,477.34,548312.2,2.5
232256.0,2001.0,0.0,3.0,2.5,2889.0,5250.0,0.0,16758.38,3323.2,513959.7,2.5
113541.0,2000.0,0.0,3.0,2.0,1484.0,6264.0,0.0,23933.13,702.09,486733.8,2.0
102893.0,2004.0,0.0,3.0,2.0,1382.0,7000.0,0.0,4827.44,254.11,518992.9,2.0
357950.0,2003.0,13.0,4.0,2.0,2204.0,11506.0,0.0,9297.58,781.27,550341.6,2.0
145690.0,2002.0,42.0,3.0,2.0,1135.0,12477.0,0.0,16614.06,144.8,481825.3,2.0
70565.0,2002.0,32.0,3.0,1.5,1050.0,10325.0,0.0,19713.4,1726.8,470401.7,1.5
79035.0,2000.0,41.0,4.0,1.5,1643.0,10399.0,0.0,8847.29,685.8,511029.4,1.5
104389.0,2000.0,0.0,3.0,2.0,1257.0,4722.0,0.0,10215.0,838.37,511958.1,2.0
836480.0,2002.0,30.0,7.0,5.5,5891.0,85532.0,1.0,16057.87,83.15,483243.1,5.5
148827.0,2004.0,39.0,2.0,1.0,968.0,6256.0,0.0,3505.04,712.15,532198.1,1.0
126821.0,2000.0,6.0,3.0,2.0,1760.0,10177.0,0.0,18689.7,1994.89,596030.9,2.0
345899.0,2001.0,6.0,4.0,3.0,3151.0,13906.0,1.0,16944.46,502.11,585174.1,3.0
147242.0,2000.0,0.0,3.0,2.0,1570.0,6610.0,0.0,21729.07,3644.5,510131.3,2.0
1671092.0,2004.0,5.0,5.0,5.5,6389.0,25879.0,1.0,7952.59,150.68,548649.9,5.5
254333.0,2003.0,3.0,4.0,3.0,3314.0,9669.0,0.0,20219.68,2609.24,600699.7,3.0
110984.0,2002.0,22.0,3.0,2.0,1431.0,8322.0,0.0,11671.67,1060.82,545352.8,2.0
342596.0,2003.0,0.0,3.0,2.0,2087.0,4285.0,0.0,5170.4,526.66,550754.2,2.0
368842.0,2000.0,9.0,4.0,4.0,3386.0,23053.0,1.0,17971.93,464.46,493047.6,4.0
114055.0,2000.0,0.0,3.0,2.5,1388.0,2340.0,0.0,20439.64,5934.7,535577.5,2.5
302601.0,2002.0,22.0,3.0,2.0,2348.0,17664.0,0.0,5178.22,31.41,546066.6,2.0
