0,1,2,3,4,5,6,7
-0.6245042997754486,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,1.0288671144918677,0.40105205896962054,0.7364804015634939,0.8191627667586487
1.4770633284365395,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,1.0288671144918677,0.40105205896962054,0.5781831204027259,1.5041255094265709
-0.6245042997754486,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,0.28248244541356926,1.0915284018928215,-1.1131034668312996,-0.6243959724006888
-0.024056406000594884,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,1.321729672354589,1.0217461965318797,1.7556222023658075,1.329139881095517
0.276167540886832,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,-0.2036797946978723,-0.05828090315533157,-0.09548685671276823,0.8754760487099574
1.7772872753239664,-1.7424204802328402,-0.9378262484539216,-0.23249527748763854,-0.2036797946978723,0.3142939390704652,1.893707317444592,0.9311345102140915
-1.2249521935503025,-1.7424204802328402,-0.9378262484539216,-0.23249527748763854,1.207512513284892,0.40105205896962054,0.9422500732649163,0.11892487262986344
-0.32428035288802176,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,-0.5699554448256591,-0.9652799176027621,-1.1131034668312996,-0.6243959724006888
-0.6245042997754486,-1.7424204802328402,-0.9378262484539216,-0.23249527748763854,0.7091988909850182,0.6874710620045843,0.9422500732649163,0.11892487262986344
-0.17416837944430832,1.3117097997258462,1.0662955975571986,-0.23249527748763854,0.7091988909850182,0.13340918247554723,0.5781831204027259,0.6461352377620204
1.0267274081053992,-0.21535534025349704,1.0662955975571986,-0.23249527748763854,1.0288671144918677,0.40105205896962054,0.7364804015634939,0.8191627667586487
-0.9247282466628756,-1.7424204802328402,-0.9378262484539216,-0.23249527748763854,-0.033999187194575106,0.35796610969801995,-0.09548685671276823,0.9311345102140915
-0.47439232633173517,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-0.9791631664171003,-0.4240254566635674,-1.0455112175555294,-1.1500329280770822
-0.774616273219162,-0.21535534025349704,1.0662955975571986,-0.23249527748763854,-0.5699554448256591,-0.9004321559892722,-0.3551765177549279,-0.8197934600491946
-0.9247282466628756,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-2.27876444861299,-1.6166906056012686,-1.4739513897741037,-1.3241093392420884
-1.074840220106589,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-2.124786504395427,-2.540108351630286,-1.4739513897741037,-1.7891907876493578
-0.774616273219162,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-0.033999187194575106,-1.7813346443697722,-0.07062543259008287,-1.2799931397964341
-1.074840220106589,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-2.124786504395427,-2.540108351630286,-1.4739513897741037,-1.7891907876493578
-0.6245042997754486,1.3117097997258462,1.0662955975571986,-0.23249527748763854,-0.033999187194575106,-1.3845517665765361,-0.07062543259008287,-1.0235081935023924
0.5763914877742589,1.3117097997258462,1.0662955975571986,-0.23249527748763854,0.7091988909850182,1.0217461965318797,0.3687918174403316,0.4970087292956336
1.326951354992826,-0.21535534025349704,-0.9378262484539216,-0.23249527748763854,-0.2036797946978723,-0.05828090315533157,-0.09548685671276823,0.8754760487099574
