0,1,2,3,4,5,6,7,8,9,10
0.4386820385061062,0.13525812423103414,-1.7687710539250157,-1.7053746848263023,-1.461180500197665,-0.3486765371093511,-0.5230778599056655,-1.4425533837807962,-0.6683191741084341,-0.3844404453909656,0.33342739113231135
-1.5135384745340428,-0.002497762100547652,-0.47155332481291473,-0.30518152727435766,-0.47653893482239984,0.04505021950140657,-0.5230778599056655,-0.5541038323448187,-0.5578077571226807,-0.5778766660571922,1.01057969536912
1.0894222095194892,0.7551596127231521,-0.47155332481291473,-0.30518152727435766,-0.20149237510660511,0.25512521054394327,1.9117612819253047,-0.8349436084801298,0.08893933914790379,-0.6936487179709045,0.33653065927513337
1.0894222095194892,-0.8290330800900384,2.122882133411287,1.095011630277587,1.1662049012883742,-0.040152609377914567,1.9117612819253047,-0.05468874684363932,2.10284350832052,0.9221528840626861,-0.7642337426844185
-1.5135384745340428,-0.8290330800900384,-0.47155332481291473,-0.30518152727435766,-0.40620739443845233,0.27009607197456087,-0.5230778599056655,2.1813969456651203,-0.7433269747667718,1.6323194947953978,-1.911227242235494
0.4386820385061062,1.6505728738784338,-0.47155332481291473,-0.30518152727435766,-0.6712065912422546,-0.15722888517403438,1.9117612819253047,-1.1449505297784162,-0.3995630672061998,-0.48950946282112695,0.5187596834144541
-0.8627983035206599,-0.8979110232558293,0.8256644042991861,-0.30518152727435766,-0.45644420899841487,-0.26471553083717797,-0.5230778599056655,0.9767151505381421,-0.6043784718301671,1.6951454767638883,0.2394975430155548
0.4386820385061062,0.3418919537284068,-1.7687710539250157,0.3949150515016147,-0.8734097698461036,-0.5921427582552007,-0.5230778599056655,-1.8759488931848334,-0.5065526166333106,0.2691114605735445,0.13411439597992936
-0.8627983035206599,-0.07137570526633855,0.8256644042991861,-0.30518152727435766,0.7304005349806993,0.2618172545935742,-0.5230778599056655,-0.812551078862167,-0.33724652715157866,-0.7141315219825597,0.1992510345241107
-0.8627983035206599,2.0638405328731793,-0.47155332481291473,-0.30518152727435766,-0.40243963334645516,-0.14032629968785326,-0.5230778599056655,-1.4628916854987895,-0.4227629423376458,0.21123154086639157,-0.3429570941825619
-0.8627983035206599,0.3418919537284068,-0.47155332481291473,-0.30518152727435766,-1.0341675764379836,-0.22201063118025505,-0.5230778599056655,0.22314597815731443,-0.42474043108011983,-1.1492970709847488,0.770476319988923
-0.21205813250727684,-0.002497762100547652,-0.47155332481291473,1.095011630277587,0.2117054246490865,0.36840702837377753,1.9117612819253047,-1.5180249780103234,-0.617092527693163,0.32486396288334835,0.566556411304929
0.4386820385061062,-0.8979110232558293,-0.47155332481291473,-0.30518152727435766,-0.9726274786020296,0.1457758309700777,-0.5230778599056655,1.9791639106402912,0.9767178082223475,2.193244477729384,0.325749201912958
1.0894222095194892,-0.20913159159792033,-0.47155332481291473,-0.30518152727435766,-0.399927792618457,-0.03359854561796678,-0.5230778599056655,0.03535678324540598,-0.6153714856175804,-1.127932524515642,0.3775449866885128
-0.8627983035206599,-0.8979110232558293,0.8256644042991861,-0.30518152727435766,-0.6925572374302387,-0.42746328251840754,-0.5230778599056655,-1.233741679891014,-0.1731719496744321,-0.4912509652370949,0.027419558285997743
