price
203512
202070
104561
125206
183272
171861
297981
98756
199643
162516
109306
429247
230748
131580
263753
257725
233495
113475
128332
1568715
104215
217024
553371
194702
129701
157127
170715
91836
297630
151720
233555
175612
147446
147011
328175
257582
202151
94711
67482
81137
116923
316668
175186
397020
269492
101188
183172
136434
86683
297630
160795
122846
146643
98519
185115
167201
183025
168196
195689
185832
238158
131448
80211
112779
174830
131829
185239
81398
67784
817983
145610
224763
128898
179402
100225
170869
221838
140858
109152
174513
198100
187405
200660
91904
420101
284288
157678
254664
123452
83185
119698
38952
159282
145889
167671
219625
149601
209782
331143
202729
265317
1895699
260874
107486
84286
187785
257152
138279
119159
194910
86319
130324
170479
63265
142396
163904
174288
241724
150005
114969
187712
217879
155663
180388
237012
188180
92558
247567
294208
116047
267369
130785
29591
119774
226353
188331
133959
43192
135721
148095
106217
108748
133118
211944
87290
124833
109512
193996
165289
231673
104253
155721
107385
240134
100981
76763
1304144
137113
90866
55571
99734
146612
216654
90171
112863
278411
112125
362940
135036
63494
268413
210632
118121
138954
262144
77568
126046
122627
98295
184379
101253
138387
165693
157774
75519
112573
180953
74695
109880
114683
104259
123760
121896
344329
353159
108154
162831
132006
125879
87290
158705
281958
125522
235602
152176
289513
153860
190013
118213
162719
173318
128998
132097
83946
86769
90563
80241
133499
136304
191964
234024
152509
232256
150768
169653
194098
130864
127736
132865
746432
91884
205290
130969
164190
120566
106292
292776
169709
289610
299450
155567
87768
66229
103316
149469
84209
138555
226495
257998
144568
120807
149601
477855
116895
55452
138649
165761
209722
116924
160655
233258
241645
83650
166655
137803
77677
178123
131462
271180
258041
143154
69386
239105
131709
97380
172708
167386
109937
47911
146276
207808
183789
112333
92997
123201
757917
260799
49069
424028
75125
114908
184132
263251
128683
104637
111467
203655
96228
160059
234203
186252
239571
133337
183574
113934
232305
684225
352532
122367
151221
129554
149469
175385
215095
87308
77328
320752
198696
162719
255953
156781
147057
164729
67263
96696
202781
105643
230314
66681
111153
175469
101185
75125
313708
120670
173357
418732
183513
178033
442092
77733
293928
139920
261130
209736
169555
85561
115695
198097
183382
62677
148409
357950
473302
190239
173454
87227
85560
157854
133648
310852
142160
131352
131289
121223
103617
250612
183685
79851
120987
81258
143906
128606
126202
246660
150304
409232
206774
75095
85358
102442
177218
120315
151090
168938
80068
115371
226077
148699
217671
77242
158252
223268
320342
300312
97909
24881
225711
190534
86467
120794
182746
93828
299505
169522
87880
200660
93798
181497
260830
196984
143906
179144
90431
91324
76501
268042
147294
119402
94324
360925
170821
101723
187565
156686
174539
106588
321704
80984
74422
157896
74377
267182
63236
144555
203400
150716
134262
59715
293419
160115
678222
69792
151559
110433
221614
131099
198700
176371
260219
203788
90271
104973
154869
89253
150195
111013
87812
110205
156085
137576
119975
181086
161034
176820
122875
278439
195689
162470
124061
215683
281975
243992
176231
136818
103050
218467
106495
245994
14397
245883
151912
115911
606855
145947
216608
141746
131081
120513
154816
218753
186345
97826
115346
129865
141007
87266
94026
176869
296781
93732
136120
133310
151171
284056
208885
267539
186258
279278
176244
112445
182690
313743
96370
152956
157092
146057
71349
156956
276485
151178
98997
389622
119362
509703
131023
214359
256269
117683
149135
74169
129398
99229
155493
104500
118288
128541
78975
267918
105945
82360
154040
262703
161293
210893
108325
151263
125743
136608
125575
132201
248945
426981
142975
273574
236746
130269
67516
165642
98529
59271
130840
154037
121539
227270
188627
133345
225396
158563
25075
368842
158223
199604
206864
154156
342897
154640
81585
271690
181314
128539
72580
105183
129617
273777
341505
111986
129279
89488
203340
151820
122942
215948
87903
135617
479698
122914
9982
131394
146035
700169
103641
189475
238567
111630
156837
345711
497450
290456
121181
122698
229351
143180
131894
79383
130110
258461
124296
89941
205319
146006
181801
144383
211635
95558
96252
86660
166837
84863
44634
64932
162466
113934
129780
218444
198620
77904
236108
292308
104389
218648
488838
271873
158817
77713
244430
140543
55927
106909
261865
221160
495753
139475
123257
477976
223587
364029
259032
399492
169749
192572
86073
139819
113979
185483
197866
72823
138652
123817
116975
307942
209810
24051
487462
185405
259748
160684
116723
101952
134506
175627
518672
238719
756471
274700
273871
206292
131157
296305
120896
127167
193365
84922
251052
104088
413729
397152
146859
93067
129273
101425
353214
225268
161211
215652
135151
162692
191138
211241
293419
136586
241875
159007
187712
328032
291344
236251
113632
161982
84294
220393
160509
415947
194630
264164
187456
130840
48495
135627
159953
109152
407671
192049
109053
303565
63297
162466
189665
236916
216832
118527
194129
161530
146254
183006
130982
182392
174561
414031
151315
93739
133997
151232
131372
157818
127308
186315
114089
209605
146057
162237
107808
490486
219434
155663
112014
140097
200149
172768
123230
127410
168334
154729
169919
133230
366003
64460
96047
76776
284618
229672
83648
359308
155641
191594
134684
65938
97396
186712
80947
123615
159287
270818
48690
904295
148122
157847
125946
114717
139725
113835
117683
79709
55456
75650
158877
131755
176259
184665
235193
182671
295971
143263
105952
112473
115577
157483
129880
128474
59537
64831
96935
264620
99326
181977
144609
171750
281498
161621
178049
166927
213248
135833
119075
163447
154799
142791
175063
125097
267728
148796
144579
90353
164110
235697
144719
74765
123518
164182
218121
122125
174516
136116
98196
164190
201905
242609
206292
131193
220713
246438
125473
107180
238424
175283
149601
133236
181033
96292
148738
115346
813981
83460
134405
180216
953166
147239
140905
180273
244348
116443
328004
176682
211702
223160
159796
122843
167826
87693
184300
89396
160154
130726
291588
140397
65196
162289
126725
141761
13933
178278
222995
235715
112479
70565
166230
96603
84934
89901
160136
140401
137644
163730
142874
181429
102856
161553
101710
125904
117050
136015
128193
168142
184049
350770
115179
143803
112147
198107
152091
468662
153998
129240
114534
149390
93170
463527
164094
207469
66198
110612
91551
251666
194108
217989
165148
347268
105780
155514
222232
193238
116878
192290
281338
95203
92277
93823
84976
122365
85140
108183
177231
210446
192827
153677
158933
91068
147011
186451
139883
115533
121318
82245
123143
147296
553742
198059
295386
244334
103056
186326
480623
144741
116516
91841
163734
70145
55604
133923
154729
86988
134614
139591
90669
171609
132052
174925
139883
165007
159252
190572
323229
150250
254725
100520
306748
210552
107651
206669
161748
167698
233618
356568
129214
136569
211653
176281
165739
170223
174167
231664
449763
109328
168598
342596
383829
115157
276946
125620
79483
82988
450867
69813
150716
249019
140004
185581
263618
258492
110778
216899
117785
160234
84275
125446
265326
165032
70110
133903
132310
176783
68007
180757
125471
155401
94211
234025
109152
20060
165278
148613
189194
257124
161309
154816
162073
115844
323115
160774
143539
93706
160223
199699
178273
112757
501989
264184
264309
182947
191649
200044
96218
91274
163997
138848
263712
298279
1220440
120156
142732
162306
196437
152770
156637
219400
115346
288528
185703
192181
188819
438720
196868
125280
229365
68166
173694
88844
126323
133069
192886
130969
159239
96292
138678
115255
150838
364195
158008
138167
102923
121919
2394439
163302
257533
234819
328576
74093
132591
96145
114198
230722
230784
165545
235707
138937
87774
139732
282775
183997
170141
149859
157098
269825
88470
192924
112809
241268
168865
94222
149374
177433
116727
321338
139181
178284
131262
162040
69709
174851
192578
149020
161445
216319
132503
243312
156220
283798
175976
173606
181675
78249
148447
114042
124977
334881
88666
81772
147270
225007
101390
166025
208430
127576
140569
59144
151277
263957
98685
139058
195257
448316
137599
91068
307149
230867
184387
104671
111631
177590
175433
217813
104867
219458
124925
120453
386571
146712
40254
122185
134068
93241
116114
72103
113979
122875
289251
124769
148103
81258
152727
133003
128253
384067
184676
98480
95400
225523
